station_number,date_ymd,date,y_tomorrow,snow_depth,total_precipitation,mean_temp,min_temperature,max_temperature,rain,fog,hail,thunder,tornado
725300,2000-02-20,2000-02-20,1.0,5.900000095367432,0.0,27.200000762939453,,23.0,False,False,False,False,False
725300,2000-02-21,2000-02-21,0.0,3.0999999046325684,0.0,32.599998474121094,,21.899999618530277,True,True,True,True,True
725300,2000-02-22,2000-02-22,0.0,3.0999999046325684,0.0,46.79999923706055,,39.0,False,False,False,False,False
725300,2000-02-23,2000-02-23,1.0,,0.0,56.20000076293945,,51.09999847412109,False,False,False,False,False
725300,2000-02-24,2000-02-24,1.0,,0.3499999940395355,54.900001525878906,,51.79999923706055,True,True,True,True,True
725300,2000-02-25,2000-02-25,0.0,,0.4000000059604645,52.20000076293945,,41.0,True,True,True,True,True
725300,2000-02-26,2000-02-26,0.0,,0.0099999997764825,61.59999847412109,,57.0,False,False,False,False,False
725300,2000-02-27,2000-02-27,0.0,,0.050000000745058,47.59999847412109,,41.0,False,False,False,False,False
725300,2000-02-28,2000-02-28,0.0,,0.0,42.70000076293945,,32.0,False,False,False,False,False
725300,2000-02-29,2000-02-29,1.0,,0.0,50.70000076293945,,30.200000762939453,False,False,False,False,False
725300,2000-03-01,2000-03-01,0.0,,0.050000000745058,50.5,,42.09999847412109,True,True,True,True,True
725300,2000-03-02,2000-03-02,0.0,,0.0,36.09999847412109,,30.0,False,False,False,False,False
725300,2000-03-03,2000-03-03,0.0,,0.0,34.5,,21.899999618530277,False,False,False,False,False
725300,2000-03-04,2000-03-04,0.0,,0.0,41.59999847412109,,21.899999618530277,False,False,False,False,False
725300,2000-03-05,2000-03-05,1.0,,0.0,53.0,,29.100000381469727,False,False,False,False,False
725300,2000-03-06,2000-03-06,0.0,,0.0,50.5,,32.0,True,True,True,True,True
725300,2000-03-07,2000-03-07,0.0,,0.0,63.59999847412109,,53.59999847412109,False,False,False,False,False
725300,2000-03-08,2000-03-08,1.0,,0.0099999997764825,66.30000305175781,,54.0,False,False,False,False,False
725300,2000-03-09,2000-03-09,1.0,,0.0099999997764825,53.0,,33.099998474121094,True,True,True,True,True
725300,2000-03-10,2000-03-10,0.0,,0.0,29.700000762939453,,26.100000381469727,True,True,True,True,True
725300,2000-03-11,2000-03-11,0.0,,0.0299999993294477,30.899999618530277,,26.100000381469727,False,False,False,False,False
725300,2000-03-12,2000-03-12,1.0,,0.0,32.900001525878906,,19.899999618530277,False,False,False,False,False
725300,2000-03-13,2000-03-13,1.0,,0.0,39.5,,36.0,True,True,True,True,True
725300,2000-03-14,2000-03-14,1.0,,0.0299999993294477,42.400001525878906,,32.0,True,True,True,True,True
725300,2000-03-15,2000-03-15,1.0,,0.1299999952316284,49.79999923706055,,32.0,True,True,True,True,True
725300,2000-03-16,2000-03-16,0.0,,0.3000000119209289,36.29999923706055,,30.0,True,True,True,True,True
725300,2000-03-17,2000-03-17,0.0,,0.0,31.100000381469727,,27.0,False,False,False,False,False
725300,2000-03-18,2000-03-18,1.0,,0.0,32.400001525878906,,25.0,False,False,False,False,False
725300,2000-03-19,2000-03-19,1.0,,0.0399999991059303,37.70000076293945,,26.200000762939453,True,True,True,True,True
725300,2000-03-20,2000-03-20,1.0,,0.4000000059604645,45.900001525878906,,36.0,True,True,True,True,True
725300,2000-03-21,2000-03-21,1.0,,0.0299999993294477,47.29999923706055,,43.0,True,True,True,True,True
725300,2000-03-22,2000-03-22,1.0,,0.0,49.59999847412109,,42.09999847412109,True,True,True,True,True
725300,2000-03-23,2000-03-23,1.0,,0.0,51.59999847412109,,37.400001525878906,True,True,True,True,True
725300,2000-03-24,2000-03-24,0.0,,0.0900000035762786,55.59999847412109,,37.900001525878906,True,True,True,True,True
725300,2000-03-25,2000-03-25,0.0,,0.0,57.400001525878906,,46.0,False,False,False,False,False
725300,2000-03-26,2000-03-26,0.0,,0.0,51.20000076293945,,36.0,False,False,False,False,False
725300,2000-03-27,2000-03-27,0.0,,0.1299999952316284,50.20000076293945,,36.0,False,False,False,False,False
725300,2000-03-28,2000-03-28,0.0,,0.0399999991059303,38.900001525878906,,33.099998474121094,False,False,False,False,False
725300,2000-03-29,2000-03-29,1.0,,0.0399999991059303,39.400001525878906,,28.899999618530277,False,False,False,False,False
725300,2000-03-30,2000-03-30,0.0,,0.0,38.900001525878906,,28.0,True,True,True,True,True
725300,2000-03-31,2000-03-31,0.0,,0.0,44.20000076293945,,26.100000381469727,False,False,False,False,False
725300,2000-04-01,2000-04-01,1.0,,0.0,51.59999847412109,,45.0,False,False,False,False,False
725300,2000-04-02,2000-04-02,1.0,,0.0299999993294477,50.0,,44.09999847412109,True,True,True,True,True
725300,2000-04-03,2000-04-03,1.0,,0.0,50.900001525878906,,43.0,True,True,True,True,True
725300,2000-04-04,2000-04-04,0.0,,0.0,40.70000076293945,,33.099998474121094,True,True,True,True,True
725300,2000-04-05,2000-04-05,0.0,,0.0299999993294477,42.59999847412109,,25.0,False,False,False,False,False
725300,2000-04-06,2000-04-06,1.0,,0.0,55.900001525878906,,46.0,False,False,False,False,False
725300,2000-04-07,2000-04-07,1.0,,0.0,45.0,,35.099998474121094,True,True,True,True,True
725300,2000-04-08,2000-04-08,0.0,1.2000000476837158,0.0,32.400001525878906,,26.600000381469727,True,True,True,True,True
725300,2000-04-09,2000-04-09,1.0,,0.0,42.400001525878906,,27.100000381469727,False,False,False,False,False
725300,2000-04-10,2000-04-10,1.0,,0.0,37.79999923706055,,32.0,True,True,True,True,True
725300,2000-04-11,2000-04-11,1.0,,0.0299999993294477,36.0,,33.099998474121094,True,True,True,True,True
725300,2000-04-12,2000-04-12,0.0,,0.0,37.400001525878906,,28.899999618530277,True,True,True,True,True
725300,2000-04-13,2000-04-13,0.0,,0.0,45.59999847412109,,29.100000381469727,False,False,False,False,False
725300,2000-04-14,2000-04-14,1.0,,0.0,57.400001525878906,,34.0,False,False,False,False,False
725300,2000-04-15,2000-04-15,1.0,,0.0,60.0,,39.900001525878906,True,True,True,True,True
725300,2000-04-16,2000-04-16,1.0,,0.0099999997764825,43.20000076293945,,39.20000076293945,True,True,True,True,True
725300,2000-04-17,2000-04-17,1.0,,,41.5,,39.0,True,True,True,True,True
725300,2000-04-18,2000-04-18,1.0,,0.0,44.70000076293945,,39.0,True,True,True,True,True
725300,2000-04-19,2000-04-19,1.0,,0.6100000143051147,50.29999923706055,,46.400001525878906,True,True,True,True,True
725300,2000-04-20,2000-04-20,1.0,,0.9100000262260436,54.0,,50.0,True,True,True,True,True
725300,2000-04-21,2000-04-21,0.0,,,44.59999847412109,,37.900001525878906,True,True,True,True,True
725300,2000-04-22,2000-04-22,0.0,,0.0,48.400001525878906,,33.099998474121094,False,False,False,False,False
725300,2000-04-23,2000-04-23,0.0,,,48.400001525878906,,31.100000381469727,False,False,False,False,False
725300,2000-04-24,2000-04-24,0.0,,,50.5,,43.0,False,False,False,False,False
725300,2000-04-25,2000-04-25,0.0,,0.0,49.5,,37.0,False,False,False,False,False
725300,2000-04-26,2000-04-26,0.0,,0.0,51.29999923706055,,37.0,False,False,False,False,False
725300,2000-04-27,2000-04-27,0.0,,0.0,55.20000076293945,,37.900001525878906,False,False,False,False,False
725300,2000-04-28,2000-04-28,0.0,,0.0,56.20000076293945,,37.0,False,False,False,False,False
725300,2000-04-29,2000-04-29,0.0,,,49.5,,37.0,False,False,False,False,False
725300,2000-04-30,2000-04-30,1.0,,0.0,52.59999847412109,,37.0,False,False,False,False,False
725300,2000-05-01,2000-05-01,0.0,,0.0700000002980232,58.5,,45.0,True,True,True,True,True
725300,2000-05-02,2000-05-02,0.0,,0.0,56.5,,43.0,False,False,False,False,False
725300,2000-05-03,2000-05-03,1.0,,0.0,62.20000076293945,,48.0,False,False,False,False,False
725300,2000-05-04,2000-05-04,0.0,,0.0,70.4000015258789,,48.0,True,True,True,True,True
725300,2000-05-05,2000-05-05,0.0,,0.0,73.30000305175781,,63.0,False,False,False,False,False
725300,2000-05-06,2000-05-06,0.0,,0.0,74.69999694824219,,62.09999847412109,False,False,False,False,False
725300,2000-05-07,2000-05-07,1.0,,0.0,72.30000305175781,,62.09999847412109,False,False,False,False,False
725300,2000-05-08,2000-05-08,1.0,,0.0299999993294477,74.80000305175781,,64.0,True,True,True,True,True
725300,2000-05-09,2000-05-09,0.0,,0.800000011920929,64.80000305175781,,51.79999923706055,True,True,True,True,True
725300,2000-05-10,2000-05-10,1.0,,0.4000000059604645,55.0,,46.0,False,False,False,False,False
725300,2000-05-11,2000-05-11,1.0,,0.0,61.70000076293945,,55.900001525878906,True,True,True,True,True
725300,2000-05-12,2000-05-12,1.0,,0.2199999988079071,76.4000015258789,,57.900001525878906,True,True,True,True,True
725300,2000-05-13,2000-05-13,0.0,,0.2599999904632568,56.29999923706055,,50.0,True,True,True,True,True
725300,2000-05-14,2000-05-14,0.0,,0.0,51.0,,39.900001525878906,False,False,False,False,False
725300,2000-05-15,2000-05-15,1.0,,0.0,56.0,,39.900001525878906,False,False,False,False,False
725300,2000-05-16,2000-05-16,1.0,,0.1899999976158142,60.29999923706055,,43.0,True,True,True,True,True
725300,2000-05-17,2000-05-17,1.0,,0.050000000745058,59.400001525878906,,52.0,True,True,True,True,True
725300,2000-05-18,2000-05-18,1.0,,0.7400000095367432,58.400001525878906,,50.0,True,True,True,True,True
725300,2000-05-19,2000-05-19,0.0,,0.0399999991059303,46.5,,44.09999847412109,True,True,True,True,True
725300,2000-05-20,2000-05-20,1.0,,0.0,51.400001525878906,,44.09999847412109,False,False,False,False,False
725300,2000-05-21,2000-05-21,1.0,,0.0,56.79999923706055,,44.09999847412109,True,True,True,True,True
725300,2000-05-22,2000-05-22,0.0,,0.0099999997764825,63.79999923706055,,44.09999847412109,True,True,True,True,True
725300,2000-05-23,2000-05-23,0.0,,0.0099999997764825,70.80000305175781,,55.0,False,False,False,False,False
725300,2000-05-24,2000-05-24,0.0,,0.0,71.4000015258789,,55.900001525878906,False,False,False,False,False
725300,2000-05-25,2000-05-25,0.0,,0.0,66.30000305175781,,52.0,False,False,False,False,False
725300,2000-05-26,2000-05-26,1.0,,0.0099999997764825,63.29999923706055,,51.09999847412109,False,False,False,False,False
725300,2000-05-27,2000-05-27,1.0,,0.1099999994039535,58.20000076293945,,53.09999847412109,True,True,True,True,True
725300,2000-05-28,2000-05-28,0.0,,0.449999988079071,56.29999923706055,,51.09999847412109,True,True,True,True,True
725300,2000-05-29,2000-05-29,1.0,,0.1299999952316284,55.70000076293945,,44.09999847412109,False,False,False,False,False
725300,2000-05-30,2000-05-30,1.0,,0.0,62.59999847412109,,44.09999847412109,True,True,True,True,True
725300,2000-05-31,2000-05-31,1.0,,0.0299999993294477,71.4000015258789,,48.900001525878906,True,True,True,True,True
725300,2000-06-01,2000-06-01,1.0,,0.3000000119209289,68.69999694824219,,57.0,True,True,True,True,True
725300,2000-06-02,2000-06-02,0.0,,0.1299999952316284,68.69999694824219,,60.79999923706055,True,True,True,True,True
725300,2000-06-03,2000-06-03,1.0,,0.0,56.59999847412109,,45.0,False,False,False,False,False
725300,2000-06-04,2000-06-04,1.0,,0.0199999995529651,55.20000076293945,,45.0,True,True,True,True,True
725300,2000-06-05,2000-06-05,0.0,,0.3499999940395355,55.400001525878906,,51.79999923706055,True,True,True,True,True
725300,2000-06-06,2000-06-06,0.0,,0.0199999995529651,58.70000076293945,,44.59999847412109,False,False,False,False,False
725300,2000-06-07,2000-06-07,0.0,,0.0,63.900001525878906,,45.0,False,False,False,False,False
725300,2000-06-08,2000-06-08,0.0,,0.0,75.0999984741211,,66.0,False,False,False,False,False
725300,2000-06-09,2000-06-09,0.0,,0.0,78.19999694824219,,66.0,False,False,False,False,False
725300,2000-06-10,2000-06-10,1.0,,0.0,79.69999694824219,,66.9000015258789,False,False,False,False,False
725300,2000-06-11,2000-06-11,1.0,,0.209999993443489,77.0,,62.09999847412109,True,True,True,True,True
725300,2000-06-12,2000-06-12,1.0,,0.270000010728836,57.09999847412109,,53.09999847412109,True,True,True,True,True
725300,2000-06-13,2000-06-13,1.0,,0.3499999940395355,63.400001525878906,,55.0,True,True,True,True,True
725300,2000-06-14,2000-06-14,0.0,,0.0299999993294477,71.9000015258789,,55.900001525878906,True,True,True,True,True
725300,2000-06-15,2000-06-15,0.0,,0.3499999940395355,69.19999694824219,,61.0,False,False,False,False,False
725300,2000-06-16,2000-06-16,0.0,,0.0,70.5,,60.79999923706055,False,False,False,False,False
725300,2000-06-17,2000-06-17,0.0,,0.0399999991059303,61.79999923706055,,55.400001525878906,False,False,False,False,False
725300,2000-06-18,2000-06-18,0.0,,0.0,63.20000076293945,,55.0,False,False,False,False,False
725300,2000-06-19,2000-06-19,1.0,,0.0,67.4000015258789,,52.0,False,False,False,False,False
725300,2000-06-20,2000-06-20,0.0,,0.0700000002980232,71.80000305175781,,52.0,True,True,True,True,True
725300,2000-06-21,2000-06-21,0.0,,0.3300000131130218,73.5999984741211,,66.0,False,False,False,False,False
725300,2000-06-22,2000-06-22,0.0,,0.0,72.9000015258789,,63.0,False,False,False,False,False
725300,2000-06-23,2000-06-23,1.0,,0.0,73.0,,57.0,False,False,False,False,False
725300,2000-06-24,2000-06-24,1.0,,0.1099999994039535,70.4000015258789,,57.0,True,True,True,True,True
725300,2000-06-25,2000-06-25,0.0,,0.9399999976158142,71.80000305175781,,64.0,True,True,True,True,True
725300,2000-06-26,2000-06-26,0.0,,0.0,74.30000305175781,,64.0,False,False,False,False,False
725300,2000-06-27,2000-06-27,0.0,,0.0099999997764825,69.19999694824219,,60.09999847412109,False,False,False,False,False
725300,2000-06-28,2000-06-28,1.0,,0.0,64.69999694824219,,55.0,False,False,False,False,False
725300,2000-06-29,2000-06-29,0.0,,0.0299999993294477,65.19999694824219,,55.0,True,True,True,True,True
725300,2000-06-30,2000-06-30,0.0,,0.0,66.80000305175781,,52.0,False,False,False,False,False
725300,2000-07-01,2000-07-01,1.0,,0.0,70.0999984741211,,57.900001525878906,False,False,False,False,False
725300,2000-07-02,2000-07-02,1.0,,0.0,75.0,,61.0,True,True,True,True,True
725300,2000-07-03,2000-07-03,1.0,,1.2200000286102295,70.4000015258789,,64.0,True,True,True,True,True
725300,2000-07-04,2000-07-04,1.0,,0.0,68.80000305175781,,61.0,True,True,True,True,True
725300,2000-07-05,2000-07-05,1.0,,0.0299999993294477,72.30000305175781,,61.0,True,True,True,True,True
725300,2000-07-06,2000-07-06,0.0,,0.0,73.80000305175781,,64.9000015258789,True,True,True,True,True
725300,2000-07-07,2000-07-07,0.0,,0.0,69.0,,64.0,False,False,False,False,False
725300,2000-07-08,2000-07-08,1.0,,0.0,71.4000015258789,,61.0,False,False,False,False,False
725300,2000-07-09,2000-07-09,1.0,,0.0,77.69999694824219,,61.0,True,True,True,True,True
725300,2000-07-10,2000-07-10,1.0,,0.949999988079071,75.19999694824219,,68.0,True,True,True,True,True
725300,2000-07-11,2000-07-11,0.0,,0.0900000035762786,68.80000305175781,,62.09999847412109,True,True,True,True,True
725300,2000-07-12,2000-07-12,0.0,,0.0,71.9000015258789,,64.0,False,False,False,False,False
725300,2000-07-13,2000-07-13,0.0,,0.0,75.0999984741211,,62.09999847412109,False,False,False,False,False
725300,2000-07-14,2000-07-14,0.0,,0.0,79.30000305175781,,62.09999847412109,False,False,False,False,False
725300,2000-07-15,2000-07-15,0.0,,0.0,73.9000015258789,,66.0,False,False,False,False,False
725300,2000-07-16,2000-07-16,0.0,,0.0,73.19999694824219,,62.09999847412109,False,False,False,False,False
725300,2000-07-17,2000-07-17,0.0,,0.0,76.30000305175781,,62.09999847412109,False,False,False,False,False
725300,2000-07-18,2000-07-18,0.0,,0.0,69.4000015258789,,62.09999847412109,False,False,False,False,False
725300,2000-07-19,2000-07-19,0.0,,0.0099999997764825,63.79999923706055,,61.0,False,False,False,False,False
725300,2000-07-20,2000-07-20,0.0,,0.0,66.4000015258789,,55.900001525878906,False,False,False,False,False
725300,2000-07-21,2000-07-21,0.0,,0.0,68.0,,57.900001525878906,False,False,False,False,False
725300,2000-07-22,2000-07-22,0.0,,0.0,66.4000015258789,,57.900001525878906,False,False,False,False,False
725300,2000-07-23,2000-07-23,0.0,,0.0,63.900001525878906,,52.0,False,False,False,False,False
725300,2000-07-24,2000-07-24,1.0,,0.0,66.69999694824219,,52.0,False,False,False,False,False
725300,2000-07-25,2000-07-25,0.0,,0.0,70.30000305175781,,53.09999847412109,True,True,True,True,True
725300,2000-07-26,2000-07-26,1.0,,0.0,73.19999694824219,,57.0,False,False,False,False,False
725300,2000-07-27,2000-07-27,0.0,,0.0,76.0999984741211,,61.0,True,True,True,True,True
725300,2000-07-28,2000-07-28,1.0,,0.0199999995529651,75.5,,64.0,False,False,False,False,False
725300,2000-07-29,2000-07-29,1.0,,0.0,71.69999694824219,,64.0,True,True,True,True,True
725300,2000-07-30,2000-07-30,1.0,,0.2399999946355819,71.0999984741211,,66.9000015258789,True,True,True,True,True
725300,2000-07-31,2000-07-31,1.0,,0.1800000071525573,68.19999694824219,,66.0,True,True,True,True,True
725300,2000-08-01,2000-08-01,1.0,,0.5099999904632568,71.9000015258789,,62.09999847412109,True,True,True,True,True
725300,2000-08-02,2000-08-02,0.0,,0.2000000029802322,74.19999694824219,,64.9000015258789,True,True,True,True,True
725300,2000-08-03,2000-08-03,0.0,,0.0,67.0,,62.09999847412109,False,False,False,False,False
725300,2000-08-04,2000-08-04,1.0,,0.2300000041723251,67.4000015258789,,54.0,False,False,False,False,False
725300,2000-08-05,2000-08-05,1.0,,0.0,67.0,,54.0,True,True,True,True,True
725300,2000-08-06,2000-08-06,0.0,,0.1599999964237213,76.9000015258789,,68.0,True,True,True,True,True
725300,2000-08-07,2000-08-07,0.0,,0.0,73.5999984741211,,66.0,False,False,False,False,False
725300,2000-08-08,2000-08-08,1.0,,0.0,76.0999984741211,,66.0,False,False,False,False,False
725300,2000-08-09,2000-08-09,1.0,,0.0,78.69999694824219,,72.0,True,True,True,True,True
725300,2000-08-10,2000-08-10,0.0,,0.0,73.5999984741211,,61.0,True,True,True,True,True
725300,2000-08-11,2000-08-11,0.0,,0.0,72.80000305175781,,61.0,False,False,False,False,False
725300,2000-08-12,2000-08-12,0.0,,0.0,71.69999694824219,,59.0,False,False,False,False,False
725300,2000-08-13,2000-08-13,1.0,,0.0,73.19999694824219,,59.0,False,False,False,False,False
725300,2000-08-14,2000-08-14,1.0,,0.0,75.19999694824219,,64.9000015258789,True,True,True,True,True
725300,2000-08-15,2000-08-15,0.0,,0.0,81.80000305175781,,64.9000015258789,True,True,True,True,True
725300,2000-08-16,2000-08-16,1.0,,0.0,73.0,,62.09999847412109,False,False,False,False,False
725300,2000-08-17,2000-08-17,1.0,,0.3499999940395355,68.0999984741211,,60.09999847412109,True,True,True,True,True
725300,2000-08-18,2000-08-18,0.0,,0.2300000041723251,68.5999984741211,,61.0,True,True,True,True,True
725300,2000-08-19,2000-08-19,0.0,,0.0,65.19999694824219,,57.0,False,False,False,False,False
725300,2000-08-20,2000-08-20,0.0,,0.0,66.0999984741211,,57.0,False,False,False,False,False
725300,2000-08-21,2000-08-21,0.0,,0.0,66.69999694824219,,55.0,False,False,False,False,False
725300,2000-08-22,2000-08-22,1.0,,0.0099999997764825,74.5,,55.0,False,False,False,False,False
725300,2000-08-23,2000-08-23,1.0,,0.0,75.69999694824219,,66.9000015258789,True,True,True,True,True
725300,2000-08-24,2000-08-24,0.0,,0.0,73.80000305175781,,64.9000015258789,True,True,True,True,True
725300,2000-08-25,2000-08-25,0.0,,0.0,70.4000015258789,,55.900001525878906,False,False,False,False,False
725300,2000-08-26,2000-08-26,1.0,,0.0399999991059303,72.30000305175781,,55.900001525878906,False,False,False,False,False
725300,2000-08-27,2000-08-27,1.0,,0.0,71.30000305175781,,64.9000015258789,True,True,True,True,True
725300,2000-08-28,2000-08-28,1.0,,0.0,73.0999984741211,,64.0,True,True,True,True,True
725300,2000-08-29,2000-08-29,1.0,,0.0,76.4000015258789,,64.0,True,True,True,True,True
725300,2000-08-30,2000-08-30,1.0,,0.0,73.9000015258789,,70.0,True,True,True,True,True
725300,2000-08-31,2000-08-31,1.0,,0.0,79.5999984741211,,68.0,True,True,True,True,True
725300,2000-09-01,2000-09-01,1.0,,0.0,81.4000015258789,,66.9000015258789,True,True,True,True,True
725300,2000-09-02,2000-09-02,0.0,,0.0,78.80000305175781,,66.9000015258789,True,True,True,True,True
725300,2000-09-03,2000-09-03,1.0,,0.0,76.19999694824219,,66.9000015258789,False,False,False,False,False
725300,2000-09-04,2000-09-04,0.0,,0.0299999993294477,67.5,,60.79999923706055,True,True,True,True,True
725300,2000-09-05,2000-09-05,0.0,,0.0299999993294477,62.59999847412109,,57.20000076293945,False,False,False,False,False
725300,2000-09-06,2000-09-06,1.0,,0.0,63.29999923706055,,46.900001525878906,False,False,False,False,False
725300,2000-09-07,2000-09-07,1.0,,0.0,71.5,,46.900001525878906,True,True,True,True,True
725300,2000-09-08,2000-09-08,1.0,,0.0099999997764825,74.19999694824219,,59.0,True,True,True,True,True
725300,2000-09-09,2000-09-09,1.0,,0.0099999997764825,73.30000305175781,,66.9000015258789,True,True,True,True,True
725300,2000-09-10,2000-09-10,1.0,,0.0,77.0999984741211,,66.9000015258789,True,True,True,True,True
725300,2000-09-11,2000-09-11,1.0,,0.0099999997764825,74.80000305175781,,66.0,True,True,True,True,True
725300,2000-09-12,2000-09-12,0.0,,1.8600000143051147,66.5,,62.09999847412109,True,True,True,True,True
725300,2000-09-13,2000-09-13,1.0,,0.0,63.0,,46.900001525878906,False,False,False,False,False
725300,2000-09-14,2000-09-14,0.0,,0.2300000041723251,65.69999694824219,,46.900001525878906,True,True,True,True,True
725300,2000-09-15,2000-09-15,0.0,,0.0199999995529651,58.09999847412109,,51.09999847412109,False,False,False,False,False
725300,2000-09-16,2000-09-16,0.0,,0.0,55.59999847412109,,44.09999847412109,False,False,False,False,False
725300,2000-09-17,2000-09-17,0.0,,0.0,63.900001525878906,,44.09999847412109,False,False,False,False,False
